NUMBER,STREET,CITY,REGION,POSTCODE
489,NANKIVELLS ROAD,LIPSON,SA,5607
23,KINGSBRIDGE ROAD,WARNBRO,WA,6169
360,BILLABONG DRIVE,PARK RIDGE,QLD,4125
162,NORTON STREET,LEICHHARDT,NSW,2040
56,MARSHALL ROAD,MOUNT RIVERVIEW,NSW,2774
23,LEICHHARDT TERRACE,RUSSELL ISLAND,QLD,4184
298,BROWNS LANE,SUTTON,NSW,2620
9,PLYMOUTH DRIVE,WAMBERAL,NSW,2260
9A,CAMBRIDGE STREET,GLADESVILLE,NSW,2111
157B,HAWTIN ROAD,MAIDA VALE,WA,6057
907,BALLARAT ROAD,DEER PARK,VIC,3023
48,WUYAL ROAD,NHULUNBUY,NT,0880
237,NAPIER STREET,BENDIGO,VIC,3550
7,MAXINE COURT,NOBLE PARK,VIC,3174
81,BEN LOMOND ROAD,MINTO,NSW,2566
2,WALLACE STREET,MORWELL,VIC,3840
28,ARNOTT STREET,SORRENTO,VIC,3943
320,VICTORIA ROAD,LARGS NORTH,SA,5016
14,EUREKA CRESCENT,SADLEIR,NSW,2168
16,OAKLEIGH ROAD,CARNEGIE,VIC,3163
123,LADYWOOD ROAD,MODBURY HEIGHTS,SA,5092
9,GRANDVIEW GROVE,MENZIES CREEK,VIC,3159
11,BRUSHBOX STREET,RIPLEY,QLD,4306
153-155,LIVERPOOL ROAD,KILSYTH,VIC,3137
5,GLENWRIGHT AVENUE,WOORI YALLOCK,VIC,3139
15,MAHOGANY PLACE,BRIDGEMAN DOWNS,QLD,4035
25-27,RIVERVIEW AVENUE,DANGAR ISLAND,NSW,2083
18-26,WELLINGTON STREET,PETRIE TERRACE,QLD,4000
48-50,PENKIVIL STREET,BONDI,NSW,2026
15A,URAWA STREET,MOUNT TARCOOLA,WA,6530
10,COLCHES STREET,CASINO,NSW,2470
15,ALLARDYCE AVENUE,GOODWOOD,TAS,7010
50,MAPLE STREET,ALBION PARK RAIL,NSW,2527
30,SPINDRIFT AVENUE,COOLUM BEACH,QLD,4573
162,COTTENHAM AVENUE,KINGSFORD,NSW,2032
8,SHERIDAN COURT,LONGFORD,TAS,7301
18,CONIFER STREET,MADDINGTON,WA,6109
19,WHITING AVENUE,TERRIGAL,NSW,2260
10,WENTWORTH HEIGHTS,MEADOW SPRINGS,WA,6210
34,CALLANDOON STREET,INGLEWOOD,QLD,4387
123,CROSSEN STREET,ECHUCA,VIC,3564
5,MISAN DRIVE,MORPHETT VALE,SA,5162
2,MELALEUCA CRESCENT,CATALINA,NSW,2536
7,YORK CLOSE,STRATHFIELDSAYE,VIC,3551
74-78,OCEAN DRIVE,PORT MACQUARIE,NSW,2444
63,SPENCER STREET,DOCKLANDS,VIC,3008
19,WYATT STREET,GOULBURN,NSW,2580
109,HALDON STREET,LAKEMBA,NSW,2195
20,CROYDONDALE DRIVE,MOOROOLBARK,VIC,3138
15,STUART STREET,TENNANT CREEK,NT,0860
4,LOCHLARNEY STREET,BEENLEIGH,QLD,4207
63,BOUNDARY ROAD,PAGET,QLD,4740
83,LONAH ROAD,STAVERTON,TAS,7306
1230,CREEK ROAD,CARINA HEIGHTS,QLD,4152
41,FIRST AVENUE,WEST MOONAH,TAS,7009
21,JAMES AVENUE,ARMIDALE,NSW,2350
56-58,CHURCH STREET,CAMPERDOWN,NSW,2050
24,FAIRBAIRN AVENUE,EAST KILLARA,NSW,2071
84,WAROOKA ROAD,YORKETOWN,SA,5576
5,WHITEFOORD PARADE,DODGES FERRY,TAS,7173
86,BATHURST STREET,LIVERPOOL,NSW,2170
43,HARBOUR TOWN DRIVE,BIGGERA WATERS,QLD,4216
66,APPLEDALE WAY,WANTIRNA SOUTH,VIC,3152
15,SCHOOL STREET,YEPPOON,QLD,4703
110,CREBERT STREET,MAYFIELD,NSW,2304
1,WICKHAM ROAD,HAMPTON EAST,VIC,3188
464,LOWER PLENTY ROAD,VIEWBANK,VIC,3084
392,STIRLING HIGHWAY,CLAREMONT,WA,6010
26,BUNGENDORE ROAD,PICKETTS VALLEY,NSW,2251
13,GATEHOUSE DRIVE,ATTWOOD,VIC,3049
56,FITZROY STREET,WALCHA,NSW,2354
404,BARA-LUE ROAD,LUE,NSW,2850
13,LAUREL AVENUE,NAMBOUR,QLD,4560
27,HALL ROAD,CARRUM DOWNS,VIC,3201
98,WILLAWONG STREET,YOUNG,NSW,2594
100,ADDISON ROAD,MANLY,NSW,2095
34,THROUGH ROAD,CAMBERWELL,VIC,3124
15,WEAVELL PLACE,KAMBAH,ACT,2902
2,VENICE STREET,WAGIN,WA,6315
5,KIEWA COURT,WERRIBEE,VIC,3030
35,GRIMWOOD STREET,GRANVILLE,NSW,2142
13,GARDENIA CRESCENT,BOMADERRY,NSW,2541
12,HARLOW COURT,CAMILLO,WA,6111
24,SMITH STREET,LALBERT,VIC,3542
1,BLACKER CLOSE,COFFS HARBOUR,NSW,2450
9,TASMAN COURT,TAYLORS HILL,VIC,3037
68-78,GORDON ROAD,MEADOW SPRINGS,WA,6210
3,DRYANDRA DRIVE,BELAIR,SA,5052
153-205,GOODING DRIVE,MERRIMAC,QLD,4226
1,WODONGA CRESCENT,THOMASTOWN,VIC,3074
14,HAVEN PLACE,THORNLIE,WA,6108
65,AUDLEY STREET,NARRANDERA,NSW,2700
12,ACKLAND ROAD,MOUNT TARCOOLA,WA,6530
10,WILLIAM ROAD,EUMUNDI,QLD,4562
6,BLACKWOOD AVENUE,MENTONE,VIC,3194
1510,WYNNUM ROAD,TINGALPA,QLD,4173
1,EGHAM ROAD,BURSWOOD,WA,6100
4,VAUGHAN TERRACE,NANGWARRY,SA,5277
2,STIRGESS AVENUE,CURL CURL,NSW,2096
55,MILL POINT ROAD,SOUTH PERTH,WA,6151
16,MITCHELL STREET,CASTLETOWN,WA,6450
6,TUPPAL STREET,TOCUMWAL,NSW,2714
14,DINHAM ROAD,ATHELSTONE,SA,5076
23,LLOYD STREET,OATLEY,NSW,2223
10,ALF PELLEGRINI DRIVE,TANUNDA,SA,5352
23,MACBRIDE COURT,COLLINGWOOD PARK,QLD,4301
126,WEST FYANS STREET,NEWTOWN,VIC,3220
14,HILDA STREET,HAMILTON,QLD,4007
16,CRANNOCK COURT,FORESTDALE,QLD,4118
26,LA TROBE STREET,MELBOURNE,VIC,3000
1,RIVERVIEW STREET,NORTH RICHMOND,NSW,2754
24,ROODING STREET,BRIGHTON,VIC,3186
50,HUME STREET,NORMAN PARK,QLD,4170
9,NANETTE COURT,PROSPECT,TAS,7250
6,SUMNER STREET,STAWELL,VIC,3380
63,QUEEN STREET,WEST ULVERSTONE,TAS,7315
1,SCOTT STREET,BELMONT,VIC,3216
15,HUXLEY STREET,WEST RYDE,NSW,2114
,MIRRIGAN ROAD,AYR,QLD,4807
31,ST GEORGES ROAD,ELSTERNWICK,VIC,3185
45,JAMESON STREET,MOSMAN PARK,WA,6012
1,CASPIAN PLACE,NARRE WARREN SOUTH,VIC,3805
21,JAMES ROAD,KALAMUNDA,WA,6076
29,HENRY STREET,RYDE,NSW,2112
308B,SOUTHERN RIVER ROAD,SOUTHERN RIVER,WA,6110
44,BLAIR ATHOL DRIVE,BLAIR ATHOL,NSW,2560
25,ASHFORD AVENUE,ROCKINGHAM,WA,6168
135,JAMES STREET,DEVONPORT,TAS,7310
12,GUMNUT STREET,TAIGUM,QLD,4018
39,MACLEAY CIRCUIT,UPPER COOMERA,QLD,4209
2,WILLS STREET,BRIGHT,VIC,3741
41,LIARDET STREET,WESTON,ACT,2611
25,ACACIA AVENUE,SEAFORTH,QLD,4741
34,DAVIES AVENUE,TRANMERE,SA,5073
32,SAMARINDA DRIVE,POINT LOOKOUT,QLD,4183
13,STAPLETON AVENUE,COLEBEE,NSW,2761
234,FOREST ROAD,BORONIA,VIC,3155
13,JUSTIN COURT,CROYDON NORTH,VIC,3136
3,DELANEY BOULEVARD,WILLIAMS LANDING,VIC,3027
44,NICHOLSON STREET,ALLENSTOWN,QLD,4700
6,GREVILLIA STREET,UTAKARRA,WA,6530
190,CORK HILL ROAD,KEYNETON,SA,5353
1,LOWRY STREET,PEREGIAN BEACH,QLD,4573
5,RIVERVIEW ROAD,BENALLA,VIC,3672
25,WISEMAN STREET,SHOREWELL PARK,TAS,7320
,MELROSE STREET,MIDDLETON GRANGE,NSW,2171
361-369,MORPETH ROAD,MORPETH,NSW,2321
126,MONTPELIER ROAD,BOWEN HILLS,QLD,4006
,ESPLANADE,INNES PARK,QLD,4670
51,PRIMROSE STREET,SHERWOOD,QLD,4075
27,CLARENDON STREET,ARMADALE,VIC,3143
133,PRINCES HIGHWAY,MILTON,NSW,2538
10,GLENWOOD AVENUE,DROMANA,VIC,3936
9,GLADSTONE AVENUE,MAGILL,SA,5072
17,TALINTYRE ROAD,SUNSHINE WEST,VIC,3020
1,LAWSON STREET,SOUTHPORT,QLD,4215
55,DONALD STREET,HURSTVILLE,NSW,2220
5,HOOPER GROVE,MOUNT MARTHA,VIC,3934
69,BRENTON CIRCUIT,DEERAGUN,QLD,4818
5,BINNI CREEK ROAD,COWRA,NSW,2794
,SCOTTS ROAD,NEILBOROUGH,VIC,3570
2,CORINNA STREET,LYONS,ACT,2606
268,MAIN SOUTH ROAD,MORPHETT VALE,SA,5162
17,CADELL AVENUE,TARNEIT,VIC,3029
6,BIDSTRUP COURT,ROCKINGHAM,WA,6168
9,CEDAR CRESCENT,FORBES,NSW,2871
21,DALMAHOY STREET,FOOTSCRAY,VIC,3011
5,DEVITT AVENUE,NEWINGTON,NSW,2127
1,FOUNDRY ROAD,SUNSHINE,VIC,3020
51,BOLWARRA STREET,CHADSTONE,VIC,3148
82A,STEPHENSON STREET,SOUTH KINGSVILLE,VIC,3015
8,BODE AVENUE,NORTH WOLLONGONG,NSW,2500
3828-3846,PACIFIC HIGHWAY,SHAILER PARK,QLD,4128
9,BLACK SWAN COURT,BARWON HEADS,VIC,3227
48,THURLOW STREET,REDFERN,NSW,2016
81,MIDWAY ROAD,ELIZABETH EAST,SA,5112
2199-2201,DAVID LOW WAY,PEREGIAN BEACH,QLD,4573
7,CLARK TERRACE,ANGASTON,SA,5353
26A,ROSEBERY STREET,BAYSWATER,WA,6053
981,NORTH ROAD,MURRUMBEENA,VIC,3163
279,BLAXCELL STREET,SOUTH GRANVILLE,NSW,2142
74,LANG STREET,KURRI KURRI,NSW,2327
144,KALAMUNDA ROAD,GOOSEBERRY HILL,WA,6076
12,DIAMOND DRIVE,BLACKMANS BAY,TAS,7052
88,MIDLANDS TERRACE,STANHOPE GARDENS,NSW,2768
26,STRATHVALE COURT,CABOOLTURE,QLD,4510
3378,COOMBADJHA ROAD,COOMBADJHA,NSW,2460
24,HARRY CHAN AVENUE,DARWIN CITY,NT,0800
182,CANBERRA STREET,ST MARYS,NSW,2760
53,FLETCHER AVENUE,MOONAH,TAS,7009
11,YARRA STREET,GEELONG,VIC,3220
8,OSTERLEY TERRACE,DARCH,WA,6065
3,MAYFIELD STREET,COBURG,VIC,3058
9,MCCRACKEN AVENUE,NORTHCOTE,VIC,3070
1A,HAMILTON STREET,ALPHINGTON,VIC,3078
168,DINGO BEACH ROAD,GREGORY RIVER,QLD,4800
18,BROYAGE RETREAT,QUINDALUP,WA,6281
48-50,MUDLO STREET,PORT DOUGLAS,QLD,4877
22,MATTES WAY,BOMADERRY,NSW,2541
380,NEPEAN HIGHWAY,FRANKSTON,VIC,3199
56,LANSBURY PARADE,ASHGROVE,QLD,4060
406,HAY STREET,SOMERVILLE,WA,6430
48,CURTIN AVENUE,NORTH WAHROONGA,NSW,2076
6,NARA COURT,DANDENONG NORTH,VIC,3175
11,ANGOVE DRIVE,HILLARYS,WA,6025
13,KEATS STREET,OFFICER,VIC,3809
33-35,HARDGRAVE ROAD,WEST END,QLD,4101
19,ASPECT TERRACE,SPRINGFIELD LAKES,QLD,4300
17,SEVEN MILE BEACH ROAD,SEVEN MILE BEACH,TAS,7170
,MORROW AVENUE,EVANSTON PARK,SA,5116
6,TARPON STREET,THE GAP,QLD,4061
3,VYELLA COURT,AUSTINS FERRY,TAS,7011
53,ROYAL GEORGE DRIVE,HARRINGTON PARK,NSW,2567
69,SHAILER ROAD,SHAILER PARK,QLD,4128
942,COLORADO ROAD,NUBBA,NSW,2587
44,THALASSA AVENUE,EAST CORRIMAL,NSW,2518
154,ROBERT STREET,ATHERTON,QLD,4883
1,HARRISON STREET,NORTH IPSWICH,QLD,4305
3,BANFF CLOSE,MULGRAVE,VIC,3170
291,KENMORE ROAD,FIG TREE POCKET,QLD,4069
6,FREMONT CLOSE,BULLEEN,VIC,3105
28,LOCKHEED ROAD,KATHERINE,NT,0850
17,ADAMS STREET,TARA,QLD,4421
8-10,HOPE STREET,GLEN IRIS,VIC,3146
16-18,MCKENZIE STREET,MELTON,VIC,3337
36,KANOOKA GROVE,CLAYTON,VIC,3168
25,VERBANA DRIVE,AVELEY,WA,6069
104,SYMES LANE,MITCHELL,QLD,4465
9,PRIOR ROAD,MOFFAT BEACH,QLD,4551
435,NEPEAN HIGHWAY,FRANKSTON,VIC,3199
4,APALKA PLACE,ROSTREVOR,SA,5073
25,JUDY STREET,FLYING FISH POINT,QLD,4860
24,BELAIR AVENUE,PORT WILLUNGA,SA,5173
33,MURRAY STREET,SANDGATE,QLD,4017
35,KILLARNEY AVENUE,ROBINA,QLD,4226
1,TUNGARA AVENUE,CROYDON PARK,SA,5008
125-129,WELSHPOOL ROAD,WELSHPOOL,WA,6106
472,HIGH STREET,PENRITH,NSW,2750
1,TANBAR STREET,ZILLMERE,QLD,4034
26,EDWARD STREET,GLYNDE,SA,5070
,SEA EAGLE CLOSE,MOORE PARK BEACH,QLD,4670
47,MINGERA STREET,MANSFIELD,QLD,4122
4,ROBERT STREET,MEREWETHER,NSW,2291
18,MUELLER STREET,YARRALUMLA,ACT,2600
4,ADMIRATION DRIVE,CRAIGIEBURN,VIC,3064
5,COLLEY TERRACE,GLENELG,SA,5045
,AMBAN LANE,AURUKUN,QLD,4892
164,CULLODEN ROAD,MARSFIELD,NSW,2122
42,ROULSTONE CRESCENT,SANCTUARY POINT,NSW,2540
58,SEMAPHORE ROAD,SEMAPHORE,SA,5019
20,ST JOHNS AVENUE,GORDON,NSW,2072
120,BIGGS STREET,ST ALBANS,VIC,3021
71A,MURRAY STREET,HOBART,TAS,7000
323-345,MILPERRA ROAD,MILPERRA,NSW,2214
11,LICHEN WAY,EPPING,VIC,3076
14,LAUREL PLACE,MACQUARIE FIELDS,NSW,2564
6,ROPER PLACE,EAST KILLARA,NSW,2071
35A,BALD HILLS ROAD,BALD HILLS,QLD,4036
1405,GOVERNMENT ROAD,WOOROLOO,WA,6558
24,ROSEHILL PLACE,BRANXTON,NSW,2335
16,AUSTRAL PARADE,EAST BUNBURY,WA,6230
24-26,INVERNESS AVENUE,ST GEORGES,SA,5064
7,CLEMATIS COURT,VARSITY LAKES,QLD,4227
1,FAIRWAY CRESCENT,SHEARWATER,TAS,7307
106,EMU DRIVE,SAN REMO,NSW,2262
199,OVERALL DRIVE,POTTSVILLE,NSW,2489
142,VICTORIA AVENUE,CHATSWOOD,NSW,2067
4,LOUISE AVENUE,INGLEBURN,NSW,2565
682,GAYNDAH MUNDUBBERA ROAD,MOUNT DEBATEABLE,QLD,4625
9,GHOST GUM COURT,BOTANIC RIDGE,VIC,3977
21,SPEED STREET,LIVERPOOL,NSW,2170
6,ROWELL PLACE,TAYLORS LAKES,VIC,3038
11,GREENFIELDS CIRCLE,HOCKING,WA,6065
44,CROWN POINT RIDGE,CHIRNSIDE PARK,VIC,3116
6,BARNARD ROAD,BROADWATER,WA,6280
26,KAPARA STREET,KEPERRA,QLD,4054
17,SPINA COURT,MIGHELL,QLD,4860
8,MARTINUZZI CLOSE,NEW HARBOURLINE,QLD,4858
62,WINTER VIEW,DAWESVILLE,WA,6211
13,BUNBURY STREET,FOOTSCRAY,VIC,3011
9,SECOND AVENUE,MOANA,SA,5169
3,DANIELLE PLACE,BUDERIM,QLD,4556
2,GLENDALE GROVE,ANNERLEY,QLD,4103
89,THE GRAND PARADE,BRIGHTON-LE-SANDS,NSW,2216
6,HARTLEY COURT,BACCHUS MARSH,VIC,3340
226C-230,BRUNSWICK STREET,FITZROY,VIC,3065
25,APSLEY AVENUE,KINGSFORD,NSW,2032
300,MIDDLE ROAD,PEARCEDALE,VIC,3912
35,KALKEE ROAD,HORSHAM,VIC,3400
20,THE CRESCENT,AGNES WATER,QLD,4677
67,SYMONDS ROAD,DEAN PARK,NSW,2761
70,KEARNS AVENUE,KEARNS,NSW,2558
2,KAMAROOKA STREET,BAROOGA,NSW,3644
16,WOODVIEW COURT,MAUDSLAND,QLD,4210
52,BAYLDON ROAD,QUEANBEYAN WEST,NSW,2620
54,HAMBLY CRESCENT,CANNING VALE,WA,6155
97,BLACKS ROAD,ISIS RIVER,QLD,4660
,ROBERTS DRIVE,MAUDSLAND,QLD,4210
30,DURHAM ROAD,EAST BRANXTON,NSW,2335
187,GYMPIE TERRACE,NOOSAVILLE,QLD,4566
77,REIGATE ROAD,HIGHTON,VIC,3216
53,HINCHINBROOK AVENUE,RIDGEWOOD,WA,6030
59,NALYA CRESCENT,KARANA DOWNS,QLD,4306
67-79,KOWINKA STREET,WHITE ROCK,QLD,4868
67,PARSONAGE ROAD,CASTLE HILL,NSW,2154
29,RULE STREET,NORTH FREMANTLE,WA,6159
11,WOOLCOTT AVENUE,WAHROONGA,NSW,2076
66,MOULDEN AVENUE,YOKINE,WA,6060
10,KOSCIUSZKO ROAD,JINDABYNE,NSW,2627
1,BUNKER CRESCENT,GLEN WAVERLEY,VIC,3150
1120,WILDWOOD ROAD,YALLINGUP SIDING,WA,6282
22,FOWLER STREET,HAMILTON SOUTH,NSW,2303
28,BATEMAN STREET,STRATHALBYN,SA,5255
131,HANCOCK STREET,DOUBLEVIEW,WA,6018
68,KURRABA ROAD,NEUTRAL BAY,NSW,2089
114,ESPLANADE,SURFERS PARADISE,QLD,4217
21,GLENRIDGE STREET,UPPER COOMERA,QLD,4209
13,CECIL STREET,BENALLA,VIC,3672
115,QUEENSCLIFF ROAD,QUEENSCLIFF,NSW,2096
34,BAIGENT AVENUE,DOREEN,VIC,3754
4,ROSEVILLE STREET,PETRIE,QLD,4502
26-28,GLEBE STREET,RANDWICK,NSW,2031
109,WALLACE STREET,CHERMSIDE,QLD,4032
154,RAILWAY STREET,CLAREMONT,WA,6010
34,AGNES STREET,SUNNYBANK,QLD,4109
5,TYRRELL STREET,OAKEY,QLD,4401
70,DILKERA AVENUE,VALENTINE,NSW,2280
13,PALM GROVE,THIRROUL,NSW,2515
15,SIMPSON STREET,GOOLWA SOUTH,SA,5214
1125,ARMSTRONG STREET NORTH,BALLARAT NORTH,VIC,3350
26,TOWNSHIP DRIVE,BURLEIGH HEADS,QLD,4220
37,BINSTEAD DRIVE,SOUTHPORT,QLD,4215
26,SHADFORTH STREET,WILEY PARK,NSW,2195
27,MCEWAN STREET,CASTLEMAINE,VIC,3450
30,ELIZABETH STREET,MOE,VIC,3825
14,WYLAM ROAD,COLLIE,WA,6225
25,WIMMERA CRESCENT,KEILOR DOWNS,VIC,3038
743,KING GEORGES ROAD,HURSTVILLE,NSW,2220
39,MANOON ROAD,CLAYTON SOUTH,VIC,3169
18,SUNLIT AVENUE,DAYTON,WA,6055
19,ESTATE VIEW,ROYALLA,NSW,2620
52,PORT ROAD,PORT WILLUNGA,SA,5173
24,BOURKE CRESCENT,HOPPERS CROSSING,VIC,3029
19,GURWOOD STREET,WAGGA WAGGA,NSW,2650
16,BURTON STREET,GLENORCHY,TAS,7010
29,LINDEN ROAD,PRIMROSE SANDS,TAS,7173
45,KURRAJONG AVENUE,GEORGES HALL,NSW,2198
,ST ANDREWS DRIVE,PORT HUGHES,SA,5558
22,CURTAIN DRIVE,LEOPOLD,VIC,3224
11,LAWRENCE WAY,BYFORD,WA,6122
18,GREENHILL ROAD,BROADWOOD,WA,6430
14,SELKIRK ROAD,ARMADALE,WA,6112
17,CASTLEREAGH STREET,SYDNEY,NSW,2000
31,JERSEY AVENUE,LEURA,NSW,2780
164,LAKE ROAD,PORT MACQUARIE,NSW,2444
4,BOSBERRY RETREAT,MIRRABOOKA,WA,6061
74,JUNIPER AVENUE,POINT COOK,VIC,3030
33,LEWIS STREET,MUDGEE,NSW,2850
33,STRINGYBARK STREET,REGENTS PARK,QLD,4118
9,ANZAC AVENUE,BEERBURRUM,QLD,4517
6,ST VINCENTS WAY,BONNY HILLS,NSW,2445
16,HERITAGE DRIVE,KANWAL,NSW,2259
22,HYBRID GREEN,BANKSIA GROVE,WA,6031
28,MILLER CIRCUIT,KIRWAN,QLD,4817
110,WILKINSON STREET,MANUNDA,QLD,4870
3,SYLVAN AVENUE,BALGOWLAH,NSW,2093
285,ROBERTS ROAD,GREENACRE,NSW,2190
6-10,HENDY ROAD,BURONGA,NSW,2739
27,WISDOM ROAD,GREENWICH,NSW,2065
473,AINSLIE AVENUE,LAVINGTON,NSW,2641
5,WICKLOW LANE,SOUTH YARRA,VIC,3141
2012,LOGAN ROAD,UPPER MOUNT GRAVATT,QLD,4122
1,MERVYN THOMAS DRIVE,HOPE ISLAND,QLD,4212
122,TYNER ROAD,WANTIRNA SOUTH,VIC,3152
63,UNNARO STREET,HILLMAN,WA,6168
46,MACARTHUR STREET,PARRAMATTA,NSW,2150
23,MILLER STREET,THORNBURY,VIC,3071
2A,COUNCIL STREET,WEST WALLSEND,NSW,2286
2A,HAZELMERE ROAD,GLENGOWRIE,SA,5044
5,RADCLIFF AVENUE,CHELTENHAM,VIC,3192
7,BALCOMBE ROAD,MENTONE,VIC,3194
8,TALLWOOD CRESCENT,ROSEDALE,NSW,2536
290-292,BROMIDE STREET,BROKEN HILL,NSW,2880
9A,AMERY STREET,COMO,WA,6152
3,STORK AVENUE,BELMONT,VIC,3216
29,LONGMAN DRIVE,MORANBAH,QLD,4744
119,MCDONALD STREET,MORDIALLOC,VIC,3195
17,AMBER WAY,TAYLORS HILL,VIC,3037
201,WHITEHORSE ROAD,BALWYN,VIC,3103
83A,FOSTER STREET,DANDENONG,VIC,3175
13,DUNN STREET,NORTH ADELAIDE,SA,5006
21,WARD AVENUE,POTTS POINT,NSW,2011
17,BOOMER DRIVE,PORT ELLIOT,SA,5212
23,LIGHT ROAD,COROMANDEL VALLEY,SA,5051
75,OLD ILFORD ROAD,ILFORD,NSW,2850
549,BURWOOD ROAD,HAWTHORN,VIC,3122
17,DAMMANS ROAD,WARBURTON,VIC,3799
32,CROWTHER STREET,BEACHLANDS,WA,6530
4,BERESFORD STREET,BALACLAVA,NSW,2575
1,BARON COURT,WILSONTON,QLD,4350
19,ETTRICK ROAD,HORSE STATION CREEK,NSW,2474
27,EIDER AVENUE,PARADISE POINT,QLD,4216
34-36,VICTORIA ROAD,MARRICKVILLE,NSW,2204
25,ROSS RIVER ROAD,MYSTERTON,QLD,4812
,TOWER STREET,LEONORA,WA,6438
4,VIVANTE LOOP,LANDSDALE,WA,6065
39,HILL AVENUE,CUMBERLAND PARK,SA,5041
3,HOLLAND STREET,LANDSBOROUGH,QLD,4550
13,NORMAN STREET,WOOLOOWIN,QLD,4030
1,WARAYAMA PLACE,ROZELLE,NSW,2039
42,WHITE ROAD,BULLENGAROOK,VIC,3437
80,ABECKETT STREET,MELBOURNE,VIC,3000
310,DEMON CREEK ROAD NORTH,TIMBARRA,NSW,2372
360B,BTU ROAD,NOWRA HILL,NSW,2540
4,RUSKIN STREET,ELWOOD,VIC,3184
25,DOONSIDE CRESCENT,BLACKTOWN,NSW,2148
4-6,BOORIMA PLACE,CRONULLA,NSW,2230
401,ST KILDA ROAD,MELBOURNE,VIC,3004
268,HOPE STREET,BRUNSWICK WEST,VIC,3055
35,EMERSON DRIVE,MORAYFIELD,QLD,4506
20,NORTHMORE CRESCENT,WINTHROP,WA,6150
44,STUARTS ROAD,WEST MONTAGU,TAS,7330
28A,ELOORA ROAD,LONG JETTY,NSW,2261
22,COSTER CIRCLE,TRARALGON,VIC,3844
252-258,SUSSEX STREET,SYDNEY,NSW,2000
15,PENTON WAY,POINT COOK,VIC,3030
23,KOONUNG ROAD,BLACKBURN NORTH,VIC,3130
14,LONDON STREET,NUNDAH,QLD,4012
2,EASTBOURNE ROAD,DARLING POINT,NSW,2027
225,MILLER STREET,NORTH SYDNEY,NSW,2060
260,CENTRAL STREET,ARUNDEL,QLD,4214
78,FORTY ROAD,SECRET HARBOUR,WA,6173
39,BURNETT AVENUE,BRAYBROOK,VIC,3019
98,FEIGLIN ROAD,SHEPPARTON,VIC,3630
7A,VERDON STREET,SEBASTOPOL,VIC,3356
41,FERNADELL DRIVE,PITT TOWN,NSW,2756
22,SWAGMAN WALK,WOLLERT,VIC,3750
910,KOO WEE RUP-LONGWARRY ROAD,MODELLA,VIC,3816
105,RINGIN ROAD,DROUIN SOUTH,VIC,3818
15-17,TULLOCH CRESCENT,HAMILTON,VIC,3300
8,DORSET DRIVE,ST IVES,NSW,2075
30-32,BLACKWOOD DRIVE,NARRE WARREN,VIC,3805
51,ETHEL STREET,SEAFORTH,NSW,2092
16,BROOKMAN STREET,TORRENS,ACT,2607
14,AMANDA AVENUE,MARCOOLA,QLD,4564
38,CVITAN BEND,MADELEY,WA,6065
33,VILLAGE CIRCUIT,EIMEO,QLD,4740
43-47,KELL ROAD,ST ARNAUD,VIC,3478
229,MORAY STREET,NEW FARM,QLD,4005
21,LINTON STREET,BYFORD,WA,6122
61,MANNINGTREE ROAD,HAWTHORN,VIC,3122
142,BURNETT STREET,BUDERIM,QLD,4556
284-286,PACIFIC HIGHWAY,GREENWICH,NSW,2065
8,WRIGHT CLOSE,GEORGES HALL,NSW,2198
9,BAY STREET,SOUTHPORT,QLD,4215
14-22,STUART STREET,TWEED HEADS,NSW,2485
31,NORTHMINSTER WAY,RATHMINES,NSW,2283
54,NAPIER STREET,CRESWICK,VIC,3363
156,SWANN ROAD,TARINGA,QLD,4068
12,TREETOP RISE,CHANDLERS HILL,SA,5159
23,THOMPSONS ROAD,COFFS HARBOUR,NSW,2450
26,HI TECH COURT,EIGHT MILE PLAINS,QLD,4113
59,ALDRIDGE AVENUE,EAST CORRIMAL,NSW,2518
6,YORKSHIRE STREET,PASCOE VALE,VIC,3044
1,HAMPTON COURT,PARADISE POINT,QLD,4216
278,GLADSTONE ROAD,DANDENONG NORTH,VIC,3175
359,ILLAWARRA ROAD,MARRICKVILLE,NSW,2204
12,TUGUN ROAD,LILYDALE,VIC,3140
68,RAWSON STREET,WOOLOOWIN,QLD,4030
82,GREYTHORN ROAD,BALWYN NORTH,VIC,3104
38,CAVILL AVENUE,SURFERS PARADISE,QLD,4217
65,MARIGOLD STREET,REVESBY,NSW,2212
7,MARLO STREET,HAMLYN HEIGHTS,VIC,3215
29,INGLEWOOD DRIVE,ENFIELD,VIC,3352
6,STANTON COURT,GLEN WAVERLEY,VIC,3150
39,BONVILLE AVENUE,THORNTON,NSW,2322
107A,KIRKWOOD STREET,ARMIDALE,NSW,2350
3,GRETA COURT,HIGHETT,VIC,3190
7,BEELA PLACE,NGUNNAWAL,ACT,2913
29,MOORE STREET,GOOMERI,QLD,4601
24,DILLION ROAD,FITZGERALD CREEK,QLD,4860
2A,KARONG AVENUE,EDWARDSTOWN,SA,5039
21,WELLS STREET,STREAKY BAY,SA,5680
40,NEWMAN ROAD,CHARLESTON,SA,5244
326,CHARLEMONT ROAD,ARMSTRONG CREEK,VIC,3217
45,NEWSTEAD TERRACE,NEWSTEAD,QLD,4006
60,MOUNT BROWN ROAD,DAPTO,NSW,2530
12,CLARENCE COURT,SANDHURST,VIC,3977
121,GOLDEN AVENUE,CALAMVALE,QLD,4116
15,MILITARY ROAD,WEST BEACH,SA,5024
